Business Name,Health Score,Health Index
Angelo's Pizza  Kitchen,0.3274740740740741,2.5
Duckworth's Grill & Taphouse,0.3544441860465115,2.5
Rocks Lounge,0.02435000000000001,2
Baguette & Co,0.3222274509803922,2.5
Le Oui Oui,0.26521999999999996,2.5
Galanga Thai Eatery,0.2922715415019763,2.5
Monster Mash,0.40622444444444444,3
Il'Castello Restaurant,0.49859999999999993,3
Shucks Tavern & Oyster Bar,0.2892401929260451,2.5
Wasabi Japanese Steakhouse,0.15860609756097566,2.5
Ethel M Chocolates,0.46880000000000005,3
Angelo's Diner/Restaurant,0.8938,4.5
Bruegger's Bagels,0.38706,3
Gratifying Grains,0.3389538461538461,2.5
Kenzo Ramen,0.2871169398907102,2.5
Hazze Vape,0.6655500000000001,3.5
Sunshine and Spice,0.2654627118644068,2.5
Morning Glory Coffeehouse,0.4436,3
New Peking Express,0.32395087719298243,2.5
Espresso Royale,0.32525000000000004,2.5
Carl's Jr.,0.03046190476190476,2
Planet Sub Mesa-Grand,0.34781052631578946,2.5
Chop Steakhouse & Bar,0.21624361702127645,2.5
Naniwa-Taro,0.1239204819277109,2.5
The Hillsdale,0.1350818181818182,2.5
Wild Wing Cafe,0.15581772151898735,2.5
Hampton Inn & Suites Phoenix Chandler-Fashion Center,0.34208999999999995,2.5
Olde Town Coffee House,0.3060333333333334,2.5
Taqueria El Capullo,0.21019473684210524,2.5
Settebello Pizzeria Napoletana,0.27108195413758757,2.5
PIZZAFIRE,0.2705580952380954,2.5
Luxmy Caterers,0.3587666666666667,2.5
Sloan Park,0.6599666666666667,3.5
Postrio,0.3009903860711589,2.5
The Burger Cellar,0.2574753218884119,2.5
Chez Ping,0.36428000000000005,2.5
Tasty & Tasty,0.25079999999999997,2.5
Nothing Bundt Cakes,0.3449526315789474,2.5
Island Wok,0.17761086956521743,2.5
Ambassador Chinese Cuisine,0.3165666666666668,2.5
Serenade,0.34393571428571446,2.5
Pastaggio,0.3879142857142857,3
Baby Cakes,0.30264775641025626,2.5
East of York Gourmet Food,0.4136277777777778,3
Vanipha Lanna Lao-Thai Restaurant,0.18542500000000003,2.5
Papa Murphy's Take 'N' Bake Pizza,0.0610111111111111,2
Brother's Restaurant,0.35250363636363613,2.5
Arizona Culinary Institute,0.46998653846153843,3
Saxby's Coffee,0.31574615384615384,2.5
The Coffee Shop,0.13953414096916295,2.5
TCBY,0.4251142857142857,3
Little Caesars Pizza,0.3509333333333333,2.5
Charleston Antique Mall,0.381,3
Cora's Breakfast & Lunch At Clarkson,-0.09163333333333334,2
Hardee's,0.14206666666666667,2.5
Drift,0.3459803418803417,2.5
Wienerschnitzel,0.3665727272727273,2.5
Cork & Cleaver Social Kitchen,0.30334158415841556,2.5
Maxies Bistro,0.20825581395348838,2.5
New Hong Kong,0.22563478260869568,2.5
Toys Toys Toys,0.148,2.5
Moxie's Grill & Bar,0.21080300000000007,2.5
Yang's Restaurant,0.2550708333333333,2.5
Restaurant Chez Lien Plus,0.3139888888888889,2.5
The Pig and Cow,0.2941571428571429,2.5
The Skylark,0.36875,3
Mai Thai,0.36705000000000004,2.5
Cafe de Paris,0.19019,2.5
C-Shack,0.5550959999999999,3
Bella Vita,0.1348111111111111,2.5
Sammy's Famous Corned Beef,0.161446875,2.5
Massimo Pizza & Pasta,0.31734444444444443,2.5
Four Queens Hotel & Casino,0.4506333333333334,3
Arizona Distilling Co,0.10943,2
Roy's Deli,0.5629833333333334,3.5
Ooud Kitchen,0.19076500000000002,2.5
346 Patisserie,0.347618885448916,2.5
Stonewater Golf Club,0.45511333333333337,3
Rosendos Taco Shop,0.3659818181818182,2.5
Pete's Fish & Chips,-0.058183333333333344,2
Osechi Japanese Cuisine,0.167031746031746,2.5
Kushi Bar Muramoto,0.22871505376344092,2.5
Toscano's Grill,0.56118,3
Dawat-e-Khas BBQ,0.15936,2.5
Romano's Macaroni Grill,0.19367487437185918,2.5
The Sugar,0.40613030303030306,3
Airwork,0.9087,4.5
Sunrise Caribbean Restautant,-0.06866666666666665,2
Mike's Place,0.23114972677595622,2.5
Cilantro,0.2019497757847533,2.5
Blasiole's Pizza,0.029479999999999996,2
Fry's Food Stores,-0.148,2
Yatco Filipino Restaurant,0.34856,2.5
Manchu Wok,0.13365,2.5
Somma Pizza Restaurant & Sports Bar,0.19510754716981135,2.5
Zanzibar African Restaurant,0.12934482758620688,2.5
Dangerous Dan's Diner,0.13906347305389222,2.5
Dr Deli and the Salad Queen,0.33260370370370373,2.5
CUT by Wolfgang Puck,0.28835195655921164,2.5
Carhops Sub Shop,0.30200952380952384,2.5
Divinos,0.062258333333333325,2
Mr Tire Auto Service Centers,-0.6705,1.5
Bronze Cafe at The Center,0.3693729603729609,3
Thai 5 Cafe,0.3123119205298011,2.5
India Grill,0.2799462264150942,2.5
Sweet Tomatoes,0.27903647798742126,2.5
Patel Brothers,0.3389,2.5
Velvet Button Boutique,0.9319,4.5
Cucina Vitale,0.2499483333333333,2.5
Rock Fresh,-0.00901176470588235,2
Insta Clean Floorcare,-0.08915000000000003,2
The Coffee House & Sweet Buttercupcakes,0.43925000000000003,3
Thai Spice,0.2969963562753036,2.5
The Puck Sports Bar and Grill,0.16742,2.5
The Birdcage Bar & Restaurant,0.460225,3
Restaurant Hermes,0.5692,3.5
Sharkey's Village Cafe,0.06921,2
El Charro Restaurant & Cocktail Lounge,0.21964509803921567,2.5
Omni Scottsdale Resort & Spa at Montelucia,0.4247,3
Vic & Anthony's Steakhouse,0.3170786764705877,2.5
Nguyet Minh Lo Banh Mi,0.3433800000000001,2.5
Ocean Palace,0.11804999999999999,2
Goodness Gracious Great Balls and Sliders,0.3738615384615385,3
Cafe Zupas,0.30218297055057636,2.5
Check Please Cafe,0.6138555555555556,3.5
Long Wong's Dobson,0.17157,2.5
Wheelfish,0.3606463157894737,2.5
Gianni's Pizza of Cecil,0.178475,2.5
Bistro 2182,0.06530000000000001,2
Kenilworth Tavern,0.741825,4
Queen Margherita Pizza - Baby Point,0.3551174418604651,2.5
Saravanaa Bhavan,0.305928947368421,2.5
Croagh Patrick's Pub,0.65745,3.5
Za's Italian Cafe,0.17478823529411766,2.5
Restaurant Regal Delie & Grill,0.36860357142857153,3
Alleycatz Restaurant Jazz Bar,0.22244132231404953,2.5
Shucks Tavern,0.3571882352941176,2.5
Panera Bread,0.5315333333333333,3
Zoe's Food Truck,0.38599999999999995,3
Jersey Mike's Subs,0.07039999999999999,2
6th Street Pub N Grill,0.33566666666666667,2.5
Verger Lacroix,0.43644285714285713,3
Paradise Bakery,0.1508714285714286,2.5
The Coffee Table,0.6818,3.5
Sausalido,0.30047997118155606,2.5
Los Arrieros,0.2307683673469388,2.5
Bubble Island,0.16394999999999998,2.5
The Saloon of Mt. Lebanon,0.17304545454545453,2.5
McCoy Burger Company,0.28657551020408145,2.5
Milestones Restaurants,0.22735092024539869,2.5
Lucky Samurai,0.24510294117647055,2.5
The Boiling Harbour,0.2969452941176471,2.5
Cafe China,0.2979281437125748,2.5
